seller_id,month,orders,GMV,net_value,avg_margin_proxy,refund_rate,dispute_rate,chargeback_rate,cancellation_rate,delay_rate,on_time_rate,promo_dependency_rate,repeat_buyer_rate,seller_quality_proxy,fragility_flag
S00002,2026-02,9,1516.1299999999999,1369.31,6.851111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.05455996517449032,0.0,78.85466725588616,stable
S00003,2024-03,4,341.82000000000005,316.15,5.53,0.25,0.0,0.0,0.0,1.0,0.0,0.016031829617927564,0.0,75.31092387806447,stable
S00003,2024-05,1,37.15,31.12,-1.21,1.0,0.0,0.0,0.0,1.0,0.0,0.10040376850605653,0.0,46.738896366083445,fragile
S00003,2024-07,2,495.67,471.38,25.94,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,67.46664111203019,stable
S00003,2024-08,2,454.82,439.54,22.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.85444791346028,stable
S00003,2024-10,1,166.38,155.46,15.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0635893737228,stable
S00003,2024-11,1,163.82,149.03,15.87,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,43.68746184837016,fragile
S00003,2024-12,2,121.19,109.56,0.9700000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.05965838765574718,0.0,76.00420826800892,stable
S00003,2025-02,4,299.47,250.81,-2.3674999999999997,0.5,0.0,0.0,0.5,1.0,0.0,0.09790630113199986,0.0,52.85868367449161,fragile
S00003,2025-03,3,241.85,225.15,7.81,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,72.68782303080422,stable
S00003,2025-04,4,421.31000000000006,387.47,8.5725,0.0,0.25,0.0,0.0,1.0,0.0,0.020887232679024946,0.0,78.68002777052526,stable
S00003,2025-05,3,315.78,256.37,-6.993333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.13876749635822408,0.0,45.301792387104946,fragile
S00003,2025-06,1,33.84,28.31,-2.68,0.0,0.0,0.0,0.0,1.0,0.0,0.1315011820330969,0.0,65.76536643026004,stable
S00003,2025-07,7,711.12,666.96,7.9871428571428575,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.8333333333333334,0.0,0.024257509281133984,0.0,75.0482418076917,stable
S00003,2025-08,1,136.2,130.74,12.34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,67.06020558002936,stable
S00003,2025-09,2,229.86,217.57,9.685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.42686852866963,stable
S00003,2025-10,4,429.02,393.18,4.23,0.0,0.25,0.0,0.25,1.0,0.0,0.05862197566547014,0.0,71.107652323901,stable
S00003,2025-11,3,255.87,245.81,7.743333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,80.07882909289874,stable
S00003,2025-12,3,403.88,383.38,11.233333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,71.34406259284935,fragile
S00003,2026-01,5,1122.97,1053.15,18.316,0.2,0.0,0.0,0.2,1.0,0.0,0.025628467367783646,0.2,78.09887530388167,stable
S00003,2026-02,7,669.21,601.06,2.265714285714286,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,1.0,0.0,0.05863630250593984,0.0,65.78359558285142,stable
S00004,2024-03,2,83.7,71.1,-0.655,0.0,0.5,0.0,0.0,0.0,0.0,0.08972520908004779,0.0,64.03763440860214,stable
S00004,2024-04,2,286.56,246.48999999999998,-3.145,0.5,0.0,0.0,0.0,0.0,0.5,0.10514377442769403,0.0,66.2535594639866,stable
S00004,2024-06,3,356.58000000000004,307.55,-2.1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.09818273599192326,0.0,52.91805485445062,fragile
S00004,2024-07,1,125.23,108.99,-1.83,0.0,0.0,0.0,0.0,0.0,1.0,0.10077457478240037,0.0,85.53094306476085,stable
S00004,2024-08,3,354.5,325.73,8.323333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.01624823695345557,0.3333333333333333,85.88124118476728,stable
S00004,2024-09,4,721.97,693.05,16.4,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,77.08625012119617,stable
S00004,2024-10,3,404.48999999999995,370.11,7.126666666666668,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.03735568246433781,0.0,76.24544488120846,stable
S00004,2024-11,7,1183.29,1028.64,0.18428571428571391,0.14285714285714285,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.08135790888117031,0.0,66.00972470219232,stable
S00004,2024-12,5,368.59000000000003,349.7,5.496,0.0,0.6,0.0,0.0,0.6,0.2,0.015627119563742912,0.0,74.69916709623159,stable
S00004,2025-01,2,208.0,176.61,-2.54,0.5,0.0,0.0,0.0,0.5,0.0,0.10533653846153847,0.0,59.50432692307693,fragile
S00004,2025-02,5,678.64,588.82,-1.5820000000000003,0.0,0.2,0.0,0.0,0.0,0.2,0.09037192031121066,0.0,72.13071436991629,stable
S00004,2025-03,4,410.57,387.63,8.385,0.25,0.0,0.0,0.5,0.0,0.5,0.011009084930706091,0.0,77.5590398713983,stable
S00004,2025-04,1,368.92,361.98,37.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18106906646427,stable
S00004,2025-05,2,391.51,374.40999999999997,18.455,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,70.42760082756507,fragile
S00004,2025-06,5,830.74,773.34,8.2,0.0,0.0,0.0,0.0,0.0,0.4,0.034017863591496736,0.0,84.79518020078484,stable
S00004,2025-07,9,1456.67,1329.92,6.18,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.2857142857142857,0.14285714285714285,0.047224148228493745,0.0,67.64764371793419,stable
S00004,2025-08,13,1354.48,1268.49,7.114615384615385,0.0,0.23076923076923078,0.0,0.07692307692307693,0.16666666666666666,0.08333333333333333,0.021092965566121315,0.0,77.85470060229378,stable
S00004,2025-09,7,1213.02,1124.75,10.714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.026298000032975548,0.0,73.49136393935326,stable
S00004,2025-10,5,906.74,876.6600000000001,17.046,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,86.99960738469683,stable
S00004,2025-11,11,1917.69,1693.55,0.28090909090909105,0.45454545454545453,0.09090909090909091,0.0,0.09090909090909091,0.8,0.0,0.08022673111921115,0.0,60.81340950452225,stable
S00004,2025-12,12,1866.6,1709.5,6.354166666666667,0.08333333333333333,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0430676095574842,0.0,73.82095789135327,stable
S00004,2026-01,9,943.98,884.12,6.908888888888889,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.023591601516981295,0.0,81.57331016900073,stable
S00004,2026-02,9,1148.42,1073.39,7.162222222222222,0.2222222222222222,0.0,0.0,0.3333333333333333,0.5,0.0,0.029980320788561676,0.0,70.9797925265437,stable
S00005,2024-03,3,116.95,102.28,-0.37333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.08918341171440786,0.0,68.15049166310389,stable
S00005,2024-04,4,207.41,195.69,3.0275,0.25,0.0,0.0,0.25,0.0,0.6666666666666666,0.029313919290294588,0.0,80.212204490301,stable
S00005,2024-05,4,206.3,188.15,2.085,0.25,0.0,0.25,0.0,0.0,0.5,0.05336888027144934,0.0,76.00896752302472,fragile
S00005,2024-06,2,117.48,105.66,2.7800000000000002,0.0,0.5,0.0,0.0,0.0,0.0,0.04358188627851549,0.0,70.79690160027239,stable
S00005,2024-07,7,339.1,301.92,1.702857142857143,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.6666666666666666,0.055883220289000286,0.0,71.1944502956004,stable
S00005,2024-08,3,374.12,350.48,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.024109911258419756,0.0,90.90979721301542,stable
S00005,2024-09,5,157.13,143.93,1.23,0.2,0.0,0.0,0.2,0.0,0.75,0.045312798319862534,0.2,83.41082861325017,stable
S00005,2024-10,5,498.29999999999995,476.93,8.4,0.0,0.2,0.2,0.0,0.0,0.4,0.011639574553481838,0.2,85.11226168974515,stable
S00005,2024-11,12,906.61,819.26,2.69,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.4,0.0,0.05513947562899152,0.0,71.17578856031443,stable
S00005,2024-12,5,183.01,176.38,2.916,0.0,0.2,0.0,0.2,0.5,0.25,0.01404294847276105,0.0,80.27634828697884,stable
S00005,2025-01,9,502.72999999999996,463.36,3.5144444444444445,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.6666666666666666,0.033954607841187125,0.0,83.72987930344763,stable
S00005,2025-02,6,452.87,397.23,0.8516666666666665,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.07364144235652616,0.16666666666666666,74.22527804152774,stable
S00005,2025-03,9,642.09,600.66,5.207777777777777,0.0,0.1111111111111111,0.0,0.0,0.0,0.6666666666666666,0.021071812362752882,0.0,88.86665939873433,stable
S00005,2025-04,11,660.37,615.34,4.04,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.7272727272727273,0.022214818965125612,0.0,87.2346852384407,stable
S00005,2025-05,11,458.40999999999997,424.19,2.5154545454545456,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.4,0.025413930760672762,0.0,82.7092146569863,stable
S00005,2025-06,11,495.01,471.46,3.4372727272727275,0.2727272727272727,0.09090909090909091,0.0,0.18181818181818182,0.0,0.4444444444444444,0.012019959192743582,0.0,78.02308044383963,stable
S00005,2025-07,17,792.23,736.67,2.848235294117647,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,0.5882352941176471,0.02886787927748255,0.0,81.8231826616008,stable
S00005,2025-08,7,490.59,460.21000000000004,5.184285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.5,0.01973134389204835,0.0,83.55704501576818,stable
S00005,2025-09,9,623.3,554.97,1.4611111111111112,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.4444444444444444,0.06868281726295525,0.0,73.08957698272634,stable
S00005,2025-10,9,489.65,443.48,1.9644444444444449,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.5555555555555556,0.05289492494639028,0.0,79.41512645086625,stable
S00005,2025-11,22,1455.9,1333.82,3.321818181818182,0.18181818181818182,0.09090909090909091,0.0,0.045454545454545456,0.3333333333333333,0.0,0.0390342743320283,0.0,73.17468732243098,stable
S00005,2025-12,14,816.89,762.77,4.13,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.026282608429531513,0.0,81.24380971034743,stable
S00005,2026-01,8,520.25,479.64,3.575,0.125,0.0,0.125,0.0,0.0,0.5,0.03711677078327728,0.0,82.1261893320519,stable
S00005,2026-02,14,857.2,785.97,3.2314285714285718,0.21428571428571427,0.21428571428571427,0.0,0.07142857142857142,0.0,0.6153846153846154,0.03727251516565562,0.0,78.26206586227586,stable
S00006,2024-06,1,77.25,65.54,-1.32,0.0,1.0,0.0,0.0,1.0,0.0,0.08932038834951457,0.0,55.398058252427184,fragile
S00006,2024-07,1,105.69,103.53,12.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.59996215346769,stable
S00006,2024-09,1,254.05,222.29,-3.27,0.0,0.0,0.0,0.0,1.0,0.0,0.10749852391261562,0.0,72.63786656170046,stable
S00006,2024-12,3,1059.11,998.5699999999999,28.94666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.01954471206956785,0.0,83.00389005863414,stable
S00006,2025-01,1,1077.38,1040.35,115.22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,68.69446249234252,stable
S00006,2025-02,2,685.31,650.61,36.205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.56602121667567,stable
S00006,2025-03,1,84.09,77.19,6.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.30063027708408,stable
S00006,2025-04,1,266.89,256.96,28.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,44.60361946869497,fragile
S00006,2025-05,4,903.75,867.81,23.655,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.46970954356847,stable
S00006,2025-06,4,1350.97,1244.03,20.955,0.5,0.0,0.0,0.25,1.0,0.0,0.036721762881485154,0.0,65.8372132615824,stable
S00006,2025-07,2,592.97,528.91,11.78,0.0,0.0,0.0,0.5,1.0,0.0,0.0580130529369108,0.0,72.3930890264263,stable
S00006,2025-08,4,1377.18,1343.84,36.4,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,75.32232896208194,stable
S00006,2025-09,3,1197.8400000000001,1136.15,43.446666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.88125292192613,stable
S00006,2025-10,4,809.2900000000001,735.72,7.7125,0.25,0.5,0.25,0.0,1.0,0.0,0.057877892967910134,0.0,60.73320441374538,fragile
S00006,2025-11,6,1817.1100000000001,1592.58,2.14,0.0,0.0,0.0,0.5,1.0,0.0,0.08479948929894172,0.0,68.85862165746708,stable
S00006,2025-12,9,3356.98,3202.2799999999997,33.16444444444445,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,0.0,0.01376534861691163,0.0,71.19811589914481,stable
S00006,2026-01,3,1224.96,1050.35,-10.326666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.11569357366771159,0.3333333333333333,59.31400208986416,fragile
S00006,2026-02,7,3288.69,2984.42,20.85571428571429,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,1.0,0.0,0.05317618869519474,0.0,58.62167741128361,fragile
S00007,2024-05,3,129.94,123.08,2.973333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,78.69804012108153,stable
S00007,2024-06,2,86.43,66.76,-4.33,0.0,0.0,0.0,0.0,0.0,1.0,0.152146245516603,0.0,76.4588684484554,fragile
S00007,2024-09,1,30.57,28.54,2.54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.30879947661106,stable
S00007,2024-11,1,47.32,44.79,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.31868131868131,stable
S00007,2024-12,1,28.36,22.29,-2.97,0.0,0.0,1.0,0.0,0.0,0.0,0.1639633286318759,0.0,50.88787023977433,fragile
S00007,2025-04,3,204.3,174.43,-2.3866666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,79.05090553108174,stable
S00007,2025-05,2,323.93,275.69,-3.755,0.5,0.0,0.0,0.0,0.0,1.0,0.11236995647207729,0.0,72.55789831136357,stable
S00007,2025-06,1,18.87,17.64,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.62427133015368,stable
S00007,2025-07,3,354.75,337.52,9.306666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.020831571529245946,0.0,83.32868217054263,stable
S00007,2025-08,3,453.49,422.75,12.963333333333331,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.012855851286687689,0.0,78.44715429226666,stable
S00007,2025-09,1,21.01,17.88,-1.32,0.0,0.0,0.0,0.0,0.0,1.0,0.1270823417420276,0.0,80.44645406949073,stable
S00007,2025-10,2,303.17,286.35,13.48,0.0,0.0,0.0,0.0,0.0,0.5,0.01457927895240294,0.0,90.24690767556157,stable
S00007,2025-11,2,407.96999999999997,388.09,19.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.77032624947913,stable
S00007,2025-12,4,261.19,224.82,-1.5625,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.0953711857268655,0.0,72.98672741427058,stable
S00007,2026-01,1,283.57,246.8,-9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1289628663116691,0.0,70.51891949077829,stable
S00007,2026-02,3,388.01,370.25,11.36,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.016133604803999897,0.0,88.62194273343472,stable
S00008,2024-03,1,213.21,213.21,24.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.44880634116598,stable
S00008,2024-04,1,473.68,454.53,52.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13832122952203,stable
S00008,2024-05,2,540.59,516.06,30.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.46710076028043,stable
S00008,2024-06,1,1322.72,1249.13,144.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.94109108503689,stable
S00008,2024-09,1,60.76,58.11,5.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.673469387755105,fragile
S00008,2024-10,2,996.0,952.81,55.175,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,86.07931726907631,stable
S00008,2025-03,1,155.93,146.07,16.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.38286410568845,stable
S00008,2025-04,1,979.26,797.8,-27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.12340951330596572,0.0,70.96072544574474,stable
S00008,2025-07,3,1329.32,1277.27,46.553333333333335,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,74.17279009819556,stable
S00008,2025-08,1,514.51,495.55,54.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5789974927601,stable
S00008,2025-09,2,799.6,782.6400000000001,44.084999999999994,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,63.02676338169084,stable
S00008,2025-10,3,859.21,757.33,7.746666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.07511551308760371,0.0,67.28698843511287,stable
S00008,2025-11,1,1359.7,1324.7,160.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.80333897183202,stable
S00008,2025-12,3,2238.4,2068.77,53.16,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.04048874195854181,0.0,69.71984453180845,fragile
S00008,2026-01,2,1503.99,1374.5,78.78,0.0,0.0,0.0,0.0,0.0,0.0,0.005877698654911269,0.0,85.41735649838097,stable
S00008,2026-02,2,907.5,851.7,35.785000000000004,0.0,0.5,0.0,0.0,0.5,0.0,0.026148760330578513,0.0,74.12501377410467,stable
S00009,2024-05,1,115.74,93.39,-8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.16217383791256265,0.0,66.24157594608604,fragile
S00009,2024-06,2,433.16999999999996,417.99,25.725,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,93.37755384721933,stable
S00009,2024-07,1,31.0,31.0,3.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.35483870967742,stable
S00009,2024-08,3,306.77,291.1,11.009999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.76702415490432,stable
S00009,2024-11,1,95.13,89.73,10.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.43698097340481,stable
S00009,2024-12,3,727.2,665.15,18.693333333333335,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.03767876787678767,0.0,74.33498349834984,stable
S00009,2025-01,1,51.11,49.17,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5480336529055,stable
S00009,2025-02,5,752.6500000000001,715.25,17.142,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,88.78776323656415,stable
S00009,2025-03,1,87.85,83.93,8.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97.53898690950484,stable
S00009,2025-04,3,208.70999999999998,181.35,0.7933333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.08226726079248718,0.0,88.31766566048584,stable
S00009,2025-05,1,84.3,73.29,-0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.09549228944246739,0.0,69.86714116251483,stable
S00009,2025-06,2,346.86,331.38,19.975,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,78.01761517615175,stable
S00009,2025-07,1,57.99,55.08,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86376961545093,stable
S00009,2025-08,2,613.4699999999999,516.75,-7.455,1.0,0.5,0.0,0.0,0.0,0.5,0.12947658402203857,0.0,45.27479746360866,fragile
S00009,2025-09,1,167.58,160.63,15.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97.21947726459004,stable
S00009,2025-10,4,437.67999999999995,400.12,9.01,0.25,0.25,0.0,0.25,0.0,1.0,0.030798757082800225,0.0,82.67633887771888,stable
S00009,2025-11,1,50.72,48.88,4.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.52287066246056,stable
S00009,2025-12,7,552.88,483.7,2.2357142857142858,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.07433801186514254,0.0,78.94439506376997,stable
S00009,2026-01,8,1010.42,937.19,8.709999999999999,0.0,0.125,0.0,0.125,0.0,0.42857142857142855,0.035737614061479385,0.0,83.48519462910755,stable
S00009,2026-02,6,736.9100000000001,681.72,10.15,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,1.0,0.02840238292328778,0.0,85.98021468021877,stable
S00010,2024-04,2,828.1800000000001,803.67,41.25,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,72.96160255017026,stable
S00010,2024-06,1,140.55,120.1,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0951262895766631,0.0,73.70722162931342,stable
S00010,2024-08,3,275.11,263.59999999999997,6.146666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01868343571662244,0.0,85.84927241224722,stable
