buyer_id,trailing_order_count,refund_frequency,dispute_frequency,chargeback_frequency,average_order_value,promo_usage_rate,abnormal_behavior_flags,order_risk_proxy
B000041,4,0.125,0.0625,0.020833333333333332,352.2575,0.5,none,12.291666666666668
B000042,2,0.21428571428571427,0.14285714285714285,0.022727272727272728,132.70499999999998,0.0,none,13.311688311688311
B000043,8,0.05,0.05,0.08928571428571429,146.82125,0.125,high_chargeback_frequency,6.5357142857142865
B000044,19,0.25806451612903225,0.16129032258064516,0.0641025641025641,238.96421052631578,0.47368421052631576,high_refund_frequency,26.180183709895086
B000045,8,0.1,0.1,0.017857142857142856,93.58375,0.25,none,9.85714285714286
B000046,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,73.48,0.0,none,8.311688311688311
B000047,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,150.14000000000001,0.0,none,5.454545454545454
B000048,4,0.125,0.0625,0.020833333333333332,87.1525,0.0,none,7.291666666666667
B000049,7,0.10526315789473684,0.15789473684210525,0.018518518518518517,135.58285714285714,0.2857142857142857,none,12.17488164856586
B000050,12,0.125,0.125,0.015625,238.885,0.25,none,16.5625
B000051,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,53.5,1.0,promo_dependence,15.86080586080586
B000052,6,0.2222222222222222,0.1111111111111111,0.019230769230769232,358.30833333333334,0.5,none,17.606837606837605
B000053,5,0.17647058823529413,0.11764705882352941,0.02,125.23799999999999,0.6,none,16.988235294117647
B000054,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000055,14,0.038461538461538464,0.038461538461538464,0.04411764705882353,139.53142857142856,0.35714285714285715,none,12.146089204912736
B000056,12,0.125,0.041666666666666664,0.015625,117.20583333333333,0.5833333333333334,none,17.395833333333336
B000057,9,0.14285714285714285,0.09523809523809523,0.017241379310344827,141.48333333333332,0.4444444444444444,none,13.360700602079914
B000058,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,133.07,0.6666666666666666,none,11.768115942028986
B000059,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,83.36333333333333,0.3333333333333333,none,8.434782608695652
B000060,8,0.05,0.1,0.017857142857142856,272.09999999999997,0.375,none,9.107142857142858
B000061,11,0.13043478260869565,0.17391304347826086,0.08064516129032258,138.91727272727272,0.45454545454545453,high_chargeback_frequency,21.59314037995665
B000062,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,155.155,0.5,none,10.454545454545455
B000063,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,84.96,0.3333333333333333,none,11.101449275362318
B000064,8,0.05,0.15,0.017857142857142856,173.37625,0.375,none,10.607142857142858
B000065,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,101.89999999999999,0.5,none,10.454545454545455
B000066,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,145.37,0.0,none,5.454545454545454
B000067,8,0.2,0.2,0.017857142857142856,234.84875,0.25,high_dispute_frequency,16.857142857142858
B000068,4,0.125,0.0625,0.0625,376.735,0.25,none,10.625000000000002
B000069,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,140.63,0.5,none,10.454545454545455
B000070,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,358.85999999999996,0.3333333333333333,none,7.606837606837607
B000071,5,0.058823529411764705,0.058823529411764705,0.02,79.864,0.2,none,6.517647058823529
B000072,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,23.53,0.0,none,5.86080586080586
B000073,11,0.21739130434782608,0.17391304347826086,0.016129032258064516,151.04,0.36363636363636365,none,22.8719877597858
B000074,3,0.13333333333333333,0.13333333333333333,0.021739130434782608,197.23666666666668,0.3333333333333333,none,13.10144927536232
B000075,5,0.11764705882352941,0.058823529411764705,0.02,173.31400000000002,0.2,none,8.870588235294118
B000076,7,0.10526315789473684,0.15789473684210525,0.018518518518518517,176.98285714285717,0.2857142857142857,none,12.17488164856586
B000077,17,0.10344827586206896,0.20689655172413793,0.013513513513513514,177.3558823529412,0.29411764705882354,high_dispute_frequency,18.556274327065402
B000078,13,0.08,0.16,0.015151515151515152,140.6723076923077,0.15384615384615385,none,14.841491841491843
B000079,4,0.125,0.0625,0.020833333333333332,107.215,0.5,none,12.291666666666668
B000080,4,0.1875,0.1875,0.020833333333333332,210.38,0.25,high_dispute_frequency,16.041666666666668
B000081,21,0.12121212121212122,0.09090909090909091,0.06097560975609756,145.85999999999999,0.3333333333333333,high_velocity_high_risk,17.128603104212857
B000082,10,0.18181818181818182,0.045454545454545456,0.016666666666666666,128.224,0.2,none,15.96969696969697
B000083,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,152.95000000000002,0.3333333333333333,none,10.434782608695652
B000084,4,0.125,0.0625,0.020833333333333332,201.205,0.25,none,9.791666666666668
B000085,4,0.1875,0.0625,0.020833333333333332,196.065,0.0,none,9.791666666666668
B000086,7,0.10526315789473684,0.05263157894736842,0.018518518518518517,116.62857142857142,0.42857142857142855,none,10.445558340295182
B000087,2,0.21428571428571427,0.07142857142857142,0.022727272727272728,16.310000000000002,0.5,none,16.16883116883117
B000088,14,0.038461538461538464,0.15384615384615385,0.014705882352941176,172.78571428571428,0.07142857142857142,none,12.162249515190693
B000089,4,0.1875,0.125,0.020833333333333332,199.5775,0.25,none,14.16666666666667
B000090,10,0.18181818181818182,0.13636363636363635,0.016666666666666666,330.273,0.3,none,19.696969696969695
B000091,8,0.15,0.05,0.017857142857142856,130.39625,0.375,none,11.607142857142858
B000092,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,22.64,1.0,promo_dependence,15.86080586080586
B000093,10,0.09090909090909091,0.09090909090909091,0.05,349.19399999999996,0.3,none,15.363636363636363
B000094,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,99.36,0.0,none,5.86080586080586
B000095,4,0.0625,0.0625,0.020833333333333332,45.115,0.25,none,7.291666666666666
B000096,12,0.125,0.16666666666666666,0.078125,127.24916666666667,0.16666666666666666,none,18.229166666666664
B000097,16,0.10714285714285714,0.14285714285714285,0.013888888888888888,236.294375,0.25,none,16.349206349206348
B000098,4,0.125,0.125,0.020833333333333332,307.13,0.25,none,11.666666666666666
B000099,5,0.17647058823529413,0.11764705882352941,0.02,78.114,0.8,promo_dependence,18.98823529411765
B000100,19,0.1935483870967742,0.0967741935483871,0.01282051282051282,183.27105263157895,0.3157894736842105,none,19.05946628357494
B000101,2,0.14285714285714285,0.14285714285714285,0.022727272727272728,49.85,0.5,none,15.454545454545453
B000102,11,0.13043478260869565,0.17391304347826086,0.016129032258064516,196.24636363636364,0.36363636363636365,none,19.393726890220577
B000103,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,266.03000000000003,0.3333333333333333,none,11.101449275362318
B000104,42,0.14814814814814814,0.1111111111111111,0.056451612903225805,160.66857142857143,0.14285714285714285,high_velocity_high_risk,16.816862945895203
B000105,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,223.7833333333333,0.0,none,7.101449275362319
B000106,2,0.14285714285714285,0.14285714285714285,0.022727272727272728,328.02,0.5,none,15.454545454545453
B000107,10,0.18181818181818182,0.045454545454545456,0.016666666666666666,118.827,0.4,none,17.96969696969697
B000108,6,0.1111111111111111,0.05555555555555555,0.057692307692307696,256.87,0.5,none,12.264957264957266
B000109,4,0.0625,0.0625,0.020833333333333332,270.1425,0.0,none,4.791666666666666
B000110,10,0.13636363636363635,0.045454545454545456,0.016666666666666666,79.373,0.1,none,13.15151515151515
B000111,23,0.2,0.17142857142857143,0.05813953488372093,239.41608695652172,0.34782608695652173,high_velocity_high_risk,22.783908710096778
B000112,11,0.08695652173913043,0.13043478260869565,0.04838709677419355,198.1381818181818,0.36363636363636365,none,16.995409919673595
B000113,5,0.11764705882352941,0.058823529411764705,0.06,357.32399999999996,0.0,none,7.670588235294116
B000114,3,0.06666666666666667,0.06666666666666667,0.06521739130434782,189.75333333333333,0.3333333333333333,none,9.304347826086957
B000115,10,0.18181818181818182,0.18181818181818182,0.05,305.89,0.0,high_dispute_frequency,18.72727272727273
B000116,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,78.195,0.0,none,8.311688311688311
B000117,4,0.125,0.0625,0.020833333333333332,117.18999999999998,0.5,none,12.291666666666668
B000118,4,0.125,0.0625,0.020833333333333332,98.82249999999999,0.25,none,9.791666666666668
B000119,9,0.09523809523809523,0.14285714285714285,0.017241379310344827,114.37666666666668,0.4444444444444444,none,12.884510125889436
B000120,4,0.0625,0.125,0.020833333333333332,177.5925,0.25,none,9.166666666666668
B000121,9,0.19047619047619047,0.047619047619047616,0.017241379310344827,215.55,0.1111111111111111,none,10.503557744937057
B000122,9,0.047619047619047616,0.047619047619047616,0.05172413793103448,166.74222222222224,0.3333333333333333,none,7.7011494252873565
B000123,4,0.0625,0.125,0.020833333333333332,44.9275,0.0,none,6.666666666666667
B000124,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,59.04333333333333,0.3333333333333333,none,8.434782608695652
B000125,11,0.21739130434782608,0.13043478260869565,0.04838709677419355,161.74,0.2727272727272727,none,21.303710314930512
B000126,10,0.18181818181818182,0.13636363636363635,0.016666666666666666,126.96599999999998,0.5,none,21.6969696969697
B000127,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,63.71,0.0,none,5.86080586080586
B000128,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,145.885,0.0,none,8.311688311688311
B000129,12,0.16666666666666666,0.20833333333333334,0.015625,182.94333333333336,0.3333333333333333,high_dispute_frequency,21.562499999999996
B000130,3,0.06666666666666667,0.06666666666666667,0.06521739130434782,60.89333333333334,0.3333333333333333,none,9.304347826086957
B000131,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000132,9,0.14285714285714285,0.09523809523809523,0.017241379310344827,209.42555555555555,0.2222222222222222,none,11.138478379857691
B000133,14,0.11538461538461539,0.11538461538461539,0.014705882352941176,413.38214285714287,0.21428571428571427,none,15.513897866839045
B000134,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,70.63499999999999,0.5,none,10.454545454545455
B000135,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,144.73666666666665,0.3333333333333333,none,7.606837606837607
B000136,6,0.16666666666666666,0.05555555555555555,0.019230769230769232,197.73666666666668,0.16666666666666666,none,10.384615384615383
B000137,3,0.06666666666666667,0.13333333333333333,0.06521739130434782,183.23333333333335,0.3333333333333333,none,11.304347826086955
B000138,11,0.043478260869565216,0.21739130434782608,0.08064516129032258,291.5681818181818,0.09090909090909091,high_dispute_frequency|high_chargeback_frequency,15.782863700114751
B000139,12,0.041666666666666664,0.08333333333333333,0.015625,295.37666666666667,0.16666666666666666,none,11.145833333333334
B000140,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000141,17,0.13793103448275862,0.10344827586206896,0.013513513513513514,246.15058823529415,0.5882352941176471,none,19.773312866619158
B000142,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,108.51333333333332,0.0,none,5.101449275362319
B000143,9,0.047619047619047616,0.14285714285714285,0.05172413793103448,72.19666666666666,0.2222222222222222,none,9.447181171319102
B000144,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,181.94,0.0,none,5.86080586080586
B000145,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,63.45,1.0,promo_dependence,15.86080586080586
B000146,5,0.11764705882352941,0.11764705882352941,0.02,123.978,0.2,none,10.63529411764706
B000147,19,0.22580645161290322,0.12903225806451613,0.01282051282051282,118.10842105263157,0.21052631578947367,none,20.264899220756604
B000148,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,584.2566666666667,1.0,promo_dependence,15.101449275362318
B000149,6,0.16666666666666666,0.16666666666666666,0.019230769230769232,194.3033333333333,0.0,none,12.051282051282051
B000150,5,0.11764705882352941,0.058823529411764705,0.02,151.772,0.2,none,8.870588235294118
B000151,8,0.1,0.05,0.05357142857142857,243.20625,0.25,none,9.071428571428571
B000152,1,0.15384615384615385,0.15384615384615385,0.023809523809523808,56.95,0.0,none,11.245421245421246
B000153,7,0.15789473684210525,0.05263157894736842,0.018518518518518517,272.88142857142856,0.5714285714285714,none,13.979392926761347
B000154,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,444.79499999999996,0.5,none,13.311688311688313
B000155,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,81.3,0.0,none,5.86080586080586
B000156,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,258.79833333333335,0.16666666666666666,none,5.9401709401709395
B000157,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000158,4,0.0625,0.0625,0.020833333333333332,99.975,0.25,none,7.291666666666666
B000159,4,0.125,0.125,0.020833333333333332,123.96000000000001,0.75,none,16.666666666666668
B000160,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,259.22,1.0,promo_dependence,15.86080586080586
B000161,3,0.06666666666666667,0.06666666666666667,0.06521739130434782,165.29333333333332,0.3333333333333333,none,9.304347826086957
B000162,6,0.2222222222222222,0.1111111111111111,0.019230769230769232,125.35666666666667,0.6666666666666666,none,19.273504273504273
B000163,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,185.595,0.5,none,13.311688311688313
B000164,8,0.1,0.1,0.017857142857142856,137.48125,0.375,none,11.107142857142858
B000165,10,0.045454545454545456,0.09090909090909091,0.016666666666666666,177.33499999999998,0.4,none,13.87878787878788
B000166,8,0.2,0.05,0.017857142857142856,131.895,0.375,none,13.60714285714286
B000167,9,0.047619047619047616,0.14285714285714285,0.05172413793103448,136.76222222222222,0.2222222222222222,none,9.447181171319102
B000168,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,22.03,0.0,none,5.86080586080586
B000169,8,0.15,0.2,0.017857142857142856,261.72499999999997,0.25,high_dispute_frequency,14.857142857142858
B000170,10,0.09090909090909091,0.045454545454545456,0.08333333333333333,200.666,0.4,high_chargeback_frequency,15.666666666666668
B000171,4,0.0625,0.125,0.020833333333333332,150.52,0.25,none,9.166666666666668
B000172,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000173,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000174,3,0.06666666666666667,0.06666666666666667,0.06521739130434782,156.76333333333332,0.3333333333333333,none,9.304347826086957
B000175,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,51.385,0.0,none,8.311688311688311
B000176,15,0.18518518518518517,0.14814814814814814,0.014285714285714285,183.95666666666668,0.5333333333333333,none,22.47089947089947
B000177,14,0.15384615384615385,0.19230769230769232,0.014705882352941176,203.07714285714286,0.21428571428571427,high_dispute_frequency,19.36005171299289
B000178,8,0.2,0.15,0.017857142857142856,109.0425,0.5,none,17.857142857142854
B000179,11,0.2608695652173913,0.08695652173913043,0.04838709677419355,137.89454545454547,0.36363636363636365,high_refund_frequency,22.647583832717075
B000180,2,0.07142857142857142,0.21428571428571427,0.022727272727272728,244.10500000000002,1.0,high_dispute_frequency|promo_dependence,19.74025974025974
B000181,4,0.1875,0.1875,0.020833333333333332,54.7175,0.5,high_dispute_frequency,18.541666666666668
B000182,9,0.09523809523809523,0.047619047619047616,0.017241379310344827,182.95444444444445,0.2222222222222222,none,7.805145046524357
B000183,2,0.14285714285714285,0.14285714285714285,0.022727272727272728,30.755,0.0,none,10.454545454545453
B000184,6,0.1111111111111111,0.1111111111111111,0.019230769230769232,231.95000000000002,0.0,none,8.162393162393162
B000185,16,0.07142857142857142,0.03571428571428571,0.013888888888888888,115.4225,0.1875,none,11.081349206349206
B000186,13,0.2,0.16,0.045454545454545456,155.72153846153847,0.6153846153846154,none,24.862937062937064
B000187,7,0.10526315789473684,0.10526315789473684,0.018518518518518517,261.0142857142857,0.0,none,7.738791423001949
B000188,10,0.18181818181818182,0.09090909090909091,0.05,191.699,0.0,none,16.0
B000189,9,0.14285714285714285,0.047619047619047616,0.017241379310344827,252.2688888888889,0.1111111111111111,none,8.598795840175152
B000190,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,74.45666666666666,0.3333333333333333,none,8.434782608695652
B000191,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,169.62,0.0,none,7.101449275362319
B000192,7,0.15789473684210525,0.05263157894736842,0.018518518518518517,217.19714285714286,0.5714285714285714,none,13.979392926761347
B000193,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,143.02333333333334,0.0,none,7.768115942028986
B000194,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,636.9200000000001,0.5,none,10.454545454545455
B000195,12,0.125,0.16666666666666666,0.015625,96.855,0.3333333333333333,none,18.645833333333336
B000196,1,0.07692307692307693,0.07692307692307693,0.07142857142857142,637.62,0.0,none,6.813186813186814
B000197,13,0.16,0.08,0.015151515151515152,232.92384615384617,0.3076923076923077,none,17.179953379953382
B000198,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,164.5666666666667,0.3333333333333333,none,8.434782608695652
B000199,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,80.51666666666667,0.3333333333333333,none,11.101449275362318
B000200,5,0.11764705882352941,0.11764705882352941,0.02,176.89600000000002,0.8,promo_dependence,16.63529411764706
B000201,2,0.07142857142857142,0.14285714285714285,0.022727272727272728,178.69,0.0,none,7.597402597402597
B000202,4,0.0625,0.0625,0.0625,106.785,0.25,none,8.124999999999998
B000203,11,0.13043478260869565,0.13043478260869565,0.016129032258064516,190.29454545454547,0.2727272727272727,none,17.18028815504271
B000204,17,0.13793103448275862,0.10344827586206896,0.06756756756756757,143.45117647058825,0.5882352941176471,none,20.85439394770024
B000205,11,0.13043478260869565,0.08695652173913043,0.016129032258064516,269.5436363636364,0.45454545454545453,none,17.694122147137577
B000206,9,0.09523809523809523,0.14285714285714285,0.017241379310344827,358.8944444444444,0.1111111111111111,none,9.551176792556102
B000207,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000208,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,367.125,0.0,none,5.454545454545454
B000209,13,0.2,0.12,0.015151515151515152,142.66153846153844,0.23076923076923078,none,19.210722610722613
B000210,5,0.058823529411764705,0.11764705882352941,0.06,99.822,0.4,none,11.08235294117647
B000211,5,0.11764705882352941,0.058823529411764705,0.02,187.864,0.6,none,12.870588235294116
B000212,10,0.22727272727272727,0.09090909090909091,0.08333333333333333,181.782,0.5,high_chargeback_frequency,23.484848484848488
B000213,11,0.2608695652173913,0.08695652173913043,0.016129032258064516,229.91636363636363,0.6363636363636364,high_refund_frequency,24.729695269667218
B000214,7,0.10526315789473684,0.10526315789473684,0.018518518518518517,174.66857142857143,0.14285714285714285,none,9.167362851573378
B000215,12,0.16666666666666666,0.125,0.109375,249.64,0.5,high_chargeback_frequency,22.604166666666664
B000216,6,0.1111111111111111,0.05555555555555555,0.019230769230769232,316.91,0.5,none,11.495726495726496
B000217,10,0.09090909090909091,0.09090909090909091,0.016666666666666666,319.249,0.2,none,13.696969696969697
B000218,5,0.11764705882352941,0.058823529411764705,0.02,173.398,0.6,none,12.870588235294116
B000219,4,0.1875,0.125,0.020833333333333332,112.0475,1.0,promo_dependence,21.666666666666668
B000220,14,0.11538461538461539,0.07692307692307693,0.04411764705882353,116.55857142857143,0.21428571428571427,none,14.948287007110537
B000221,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,61.1,0.0,none,5.86080586080586
B000222,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,23.583333333333332,0.3333333333333333,none,11.101449275362318
B000223,8,0.15,0.05,0.017857142857142856,220.07125,0.125,none,9.107142857142856
B000224,13,0.16,0.2,0.045454545454545456,389.83,0.15384615384615385,high_dispute_frequency,19.84755244755245
B000225,5,0.11764705882352941,0.058823529411764705,0.06,159.074,0.6,none,13.670588235294117
B000226,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,72.28,0.5,none,13.311688311688313
B000227,8,0.1,0.15,0.08928571428571429,264.66875,0.25,high_chargeback_frequency,12.785714285714286
B000228,10,0.09090909090909091,0.09090909090909091,0.05,144.947,0.0,none,12.363636363636363
B000229,5,0.11764705882352941,0.11764705882352941,0.02,214.048,0.2,none,10.63529411764706
B000230,7,0.10526315789473684,0.05263157894736842,0.05555555555555555,273.66857142857145,0.2857142857142857,none,9.757727652464494
B000231,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,246.41500000000002,0.0,none,5.454545454545454
B000232,7,0.05263157894736842,0.10526315789473684,0.018518518518518517,119.53142857142858,0.2857142857142857,none,8.490671122250069
B000233,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,126.78000000000002,0.3333333333333333,none,7.606837606837607
B000234,8,0.1,0.05,0.017857142857142856,209.75375,0.25,none,8.357142857142858
B000235,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,92.98,0.6666666666666666,none,14.43478260869565
B000236,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B000237,1,0.07692307692307693,0.15384615384615385,0.023809523809523808,145.2,0.0,none,8.168498168498168
B000238,11,0.08695652173913043,0.043478260869565216,0.016129032258064516,88.80545454545455,0.2727272727272727,none,12.832462068086192
B000239,10,0.09090909090909091,0.18181818181818182,0.016666666666666666,216.69299999999998,0.4,high_dispute_frequency,18.424242424242422
B000240,5,0.11764705882352941,0.058823529411764705,0.02,137.276,0.4,none,10.870588235294118
B000241,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,104.49000000000001,1.0,promo_dependence,15.454545454545453
B000242,9,0.09523809523809523,0.047619047619047616,0.017241379310344827,120.95555555555555,0.4444444444444444,none,10.027367268746579
B000243,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,197.635,0.0,none,5.454545454545454
B000244,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,89.21,0.0,none,5.86080586080586
B000245,8,0.15,0.15,0.017857142857142856,123.13125,0.25,none,13.357142857142856
B000246,9,0.14285714285714285,0.09523809523809523,0.05172413793103448,195.63444444444445,0.1111111111111111,none,10.717022441160372
B000247,2,0.07142857142857142,0.14285714285714285,0.022727272727272728,324.91499999999996,0.0,none,7.597402597402597
B000248,24,0.1111111111111111,0.1111111111111111,0.011363636363636364,209.88,0.3333333333333333,none,16.33838383838384
B000249,6,0.16666666666666666,0.05555555555555555,0.019230769230769232,139.53333333333333,0.5,none,13.717948717948719
B000250,4,0.125,0.0625,0.020833333333333332,121.95,0.5,none,12.291666666666668
B000251,6,0.16666666666666666,0.1111111111111111,0.019230769230769232,171.79833333333332,0.3333333333333333,none,13.717948717948719
B000252,1,0.07692307692307693,0.15384615384615385,0.023809523809523808,576.0,0.0,none,8.168498168498168
B000253,8,0.05,0.15,0.05357142857142857,161.67875,0.125,none,8.821428571428571
B000254,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,700.43,0.0,none,5.86080586080586
B000255,8,0.15,0.15,0.017857142857142856,224.36875,0.5,none,15.857142857142858
B000256,6,0.1111111111111111,0.1111111111111111,0.019230769230769232,243.375,0.0,none,8.162393162393162
