seller_id,current_period,governance_priority_score,governance_priority_tier,main_risk_driver,recommended_action,seller_quality_score,seller_quality_tier,fraud_exposure_score,fraud_exposure_tier,margin_fragility_score,margin_fragility_tier,orders,gmv,net_value
S00024,2026-02,49.74435281571736,Moderate,seller_quality,seller coaching required,65.0,High,39.613095238095234,Moderate,44.7946744305684,Moderate,16,6263.5599999999995,5894.21
S00025,2026-02,45.71870045395187,Moderate,seller_quality,seller coaching required,76.0,Critical,52.244897959183675,Moderate,27.261166857452494,Low,14,1633.52,1541.34
S00026,2026-02,29.53047817762367,Low,seller_quality,monitor only,43.51851851851852,Moderate,24.02116402116402,Low,29.512877547858764,Low,18,1414.65,1297.75
S00027,2026-02,41.5711450171027,Moderate,seller_quality,seller coaching required,52.81385281385281,Moderate,16.233766233766232,Low,39.596649512098196,Moderate,77,4944.93,4505.18
S00028,2026-02,38.717244535337606,Moderate,seller_quality,seller coaching required,59.08496732026144,High,16.760037348272647,Low,37.13253831056091,Moderate,51,2498.9900000000002,2251.31
S00029,2026-02,40.25240563487718,Moderate,seller_quality,seller coaching required,58.57142857142857,High,15.64625850340136,Low,43.66960397752113,Moderate,14,6159.08,5617.39
S00030,2026-02,37.60672489084914,Moderate,seller_quality,seller coaching required,61.22222222222223,High,21.428571428571434,Low,42.539677124569785,Moderate,30,1112.02,991.08
S00031,2026-02,24.39509929682283,Low,seller_quality,monitor only,50.60606060606061,Moderate,1.5151515151515154,Low,34.111051363024416,Moderate,11,1156.73,1095.85
S00032,2026-02,37.521907847406204,Moderate,seller_quality,seller coaching required,56.75,High,36.75595238095238,Moderate,26.50770134831948,Low,16,2277.64,2123.41
S00033,2026-02,51.59926242925661,Moderate,seller_quality,seller coaching required,77.66666666666666,Critical,43.80952380952381,Moderate,43.61250218539463,Moderate,20,3442.07,3168.2000000000003
S00034,2026-02,18.815086251370353,Low,margin_fragility,monitor only,14.666666666666668,Low,5.555555555555556,Low,54.83253530663571,Moderate,3,137.84,114.69999999999999
S00035,2026-02,27.968006330459694,Low,seller_quality,monitor only,52.0,Moderate,21.768707482993197,Low,24.93783816829862,Low,7,1108.6,1041.04
S00036,2026-02,54.21357496217492,Moderate,seller_quality,seller coaching required,77.39393939393939,Critical,49.61038961038961,Moderate,52.76645141165954,Moderate,22,2420.99,2144.99
S00037,2026-02,50.57562003428072,Moderate,seller_quality,seller coaching required,83.91304347826087,Critical,46.64596273291926,Moderate,31.566399038626518,Moderate,23,2641.23,2429.23
S00038,2026-02,30.586054508991683,Moderate,seller_quality,seller coaching required,48.0,Moderate,40.0,Moderate,23.719671565243125,Low,3,405.56,379.65000000000003
S00039,2026-02,22.120248500739045,Low,seller_quality,monitor only,39.523809523809526,Moderate,12.244897959183673,Low,15.685275782557813,Low,14,1950.32,1832.83
S00040,2026-02,41.30426220857978,Moderate,seller_quality,seller coaching required,52.13333333333333,Moderate,17.295238095238094,Low,50.953721504003035,Moderate,25,5052.04,4614.25
S00041,2026-02,48.01089480441542,Moderate,seller_quality,seller coaching required,59.73737373737374,High,51.6017316017316,Moderate,32.00785443398204,Moderate,33,3594.69,3337.0299999999997
S00042,2026-02,33.83575044053811,Moderate,margin_fragility,seller coaching required,38.869565217391305,Moderate,18.32298136645963,Low,45.76654125931596,Moderate,23,2801.81,2553.95
S00043,2026-02,40.34354584699113,Moderate,seller_quality,seller coaching required,69.42028985507247,High,24.22360248447205,Low,39.01134527343612,Moderate,23,1820.27,1682.84
S00044,2026-02,53.66758160135721,Moderate,seller_quality,seller coaching required,67.63888888888889,High,26.393398268398272,Low,44.13262265356272,Moderate,176,10157.83,9233.84
S00045,2026-02,39.8626658323343,Moderate,seller_quality,seller coaching required,49.115646258503396,Moderate,22.448979591836736,Low,37.998210809329436,Moderate,49,3966.94,3624.43
S00046,2026-02,43.488992726008135,Moderate,seller_quality,seller coaching required,68.92307692307693,High,25.641025641025646,Low,50.53693550366637,Moderate,26,1676.17,1506.13
S00047,2026-02,36.23614295025573,Moderate,seller_quality,seller coaching required,54.09090909090909,Moderate,29.43722943722944,Low,27.775212328807246,Low,22,2507.76,2360.22
S00048,2026-02,42.58926954680344,Moderate,seller_quality,seller coaching required,66.81818181818183,High,33.16017316017316,Moderate,44.72844544212834,Moderate,22,1377.68,1244.56
S00049,2026-02,19.590000000000003,Low,margin_fragility,monitor only,26.666666666666668,Low,0.0,Low,50.0,Moderate,4,422.69,343.40999999999997
S00050,2026-02,26.035488938313794,Low,concentration_risk,monitor only,32.66666666666667,Moderate,5.833333333333334,Low,25.078426131863026,Low,20,5206.46,4645.61
S00051,2026-02,50.013061677921996,Moderate,seller_quality,seller coaching required,62.33918128654971,High,33.64243943191312,Moderate,31.643091508189308,Moderate,57,10906.45,10097.539999999999
S00052,2026-02,39.0198692851699,Moderate,seller_quality,seller coaching required,64.77777777777779,High,25.47619047619048,Low,30.55426686281104,Moderate,30,2180.62,2034.78
S00053,2026-02,32.68921407297825,Moderate,seller_quality,seller coaching required,44.72222222222223,Moderate,12.6984126984127,Low,40.79864329349403,Moderate,24,2783.23,2494.1
S00054,2026-02,42.64310874735365,Moderate,concentration_risk,seller coaching required,49.61748633879782,Moderate,12.80249804839969,Low,33.26526250767637,Moderate,61,26196.55,24327.55
S00055,2026-02,53.41945335655647,Moderate,seller_quality,seller coaching required,80.18018018018019,Critical,44.234234234234236,Moderate,31.838375472138424,Moderate,37,5088.66,4737.92
S00056,2026-02,52.651815236473595,Moderate,seller_quality,seller coaching required,79.63157894736842,Critical,44.235588972431074,Moderate,23.036672716718506,Low,38,6475.91,6211.83
S00057,2026-02,37.771460817441366,Moderate,seller_quality,seller coaching required,63.75,High,15.674603174603176,Low,39.725663458915726,Moderate,24,2366.94,2212.13
S00058,2026-02,42.37230092100924,Moderate,seller_quality,seller coaching required,71.66666666666667,High,42.08333333333333,Moderate,26.66757328198293,Low,8,2463.65,2296.68
S00059,2026-02,52.6274880369798,Moderate,seller_quality,seller coaching required,71.61194029850746,High,19.26083866382374,Low,45.72724004391901,Moderate,67,13602.49,12370.66
S00060,2026-02,51.704577689156956,Moderate,concentration_risk,seller coaching required,64.57716049382717,High,23.617724867724863,Low,33.921961711875305,Moderate,144,53144.07,49379.17
S00061,2026-02,34.0929367794733,Moderate,margin_fragility,seller coaching required,40.857142857142854,Moderate,28.027210884353742,Low,46.626182159370025,Moderate,14,1789.02,1649.63
S00062,2026-02,14.484884599099429,Low,seller_quality,monitor only,31.48148148148148,Moderate,0.0,Low,21.65576916291429,Low,9,409.37,369.65
S00063,2026-02,43.352600155557234,Moderate,concentration_risk,seller coaching required,55.65134099616859,High,23.11165845648604,Low,26.63621028143372,Low,58,8965.33,8434.84
S00064,2026-02,45.42117147575395,Moderate,seller_quality,seller coaching required,56.666666666666664,High,24.025974025974026,Low,57.27384308981174,High,22,4893.84,4293.96
S00065,2026-02,20.594954697131094,Low,seller_quality,monitor only,52.0,Moderate,0.0,Low,26.46508901582399,Low,3,298.86,275.81
S00066,2026-02,32.197630977257006,Moderate,seller_quality,seller coaching required,61.666666666666664,High,24.206349206349206,Low,16.888359892010016,Low,12,2260.45,2136.41
S00067,2026-02,42.18204558084851,Moderate,seller_quality,seller coaching required,60.344827586206904,High,19.376026272577995,Low,48.362407695243164,Moderate,29,3492.92,3188.62
S00068,2026-02,36.87237593741314,Moderate,seller_quality,seller coaching required,53.65079365079365,Moderate,12.131519274376418,Low,28.209115536651492,Low,21,8792.47,8117.14
S00069,2026-02,61.535752414175036,High,seller_quality,audit seller operations,75.79908675799088,Critical,43.594259621656875,Moderate,48.757626524598614,Moderate,73,11933.4,10822.94
S00070,2026-02,49.92494121942062,Moderate,seller_quality,seller coaching required,67.27777777777777,High,33.333333333333336,Moderate,36.08135230314144,Moderate,72,5319.63,4844.02
S00071,2026-02,36.28387794302423,Moderate,fraud_exposure,seller coaching required,47.111111111111114,Moderate,47.06349206349206,Moderate,39.49152185254806,Moderate,6,341.22,296.21000000000004
S00072,2026-02,23.78408670870613,Low,seller_quality,monitor only,31.403508771929822,Moderate,6.265664160401003,Low,25.412208612925504,Low,19,3490.57,3161.16
S00073,2026-02,44.95984256516798,Moderate,seller_quality,seller coaching required,61.111111111111114,High,28.533635676492818,Low,31.58890924577109,Moderate,63,4899.76,4576.88
S00074,2026-02,49.56266995135621,Moderate,concentration_risk,seller coaching required,56.23456790123457,High,34.37389770723104,Moderate,30.173915067746737,Moderate,54,25816.15,24045.66
S00075,2026-02,46.20879186940448,Moderate,margin_fragility,seller coaching required,50.82125603864735,Moderate,23.878536922015186,Low,57.36712652049426,High,69,3866.42,3418.85
S00076,2026-02,37.70548756859372,Moderate,seller_quality,seller coaching required,59.61538461538461,High,21.336996336996336,Low,41.84001993629553,Moderate,26,1699.97,1540.12
S00077,2026-02,37.149233330840104,Moderate,seller_quality,seller coaching required,58.03030303030303,High,20.238095238095237,Low,44.85383566782224,Moderate,22,1697.08,1539.1399999999999
S00078,2026-02,37.16047359152954,Moderate,concentration_risk,seller coaching required,41.94444444444445,Moderate,15.793650793650794,Low,25.431867477933917,Low,36,14867.25,13920.94
S00079,2026-02,39.5424215251257,Moderate,seller_quality,seller coaching required,56.666666666666664,High,18.197278911564624,Low,50.92101655877204,Moderate,14,3610.73,3353.2
S00080,2026-02,62.42318343249811,High,seller_quality,audit seller operations,77.43565147881695,Critical,39.705378554299415,Moderate,54.65172674640566,Moderate,139,9804.52,8889.039999999999
S00081,2026-02,41.47353460813497,Moderate,seller_quality,seller coaching required,59.18518518518519,High,14.814814814814817,Low,36.498909632661125,Moderate,45,5708.67,5192.0
S00082,2026-02,29.928207953573196,Low,seller_quality,monitor only,47.22222222222222,Moderate,24.338624338624335,Low,20.616348175161697,Low,18,2148.29,2020.16
S00083,2026-02,42.03480275465487,Moderate,concentration_risk,seller coaching required,47.81273408239701,Moderate,26.618512573568754,Low,28.54581627530308,Low,89,6205.04,5792.67
S00084,2026-02,48.0979760927453,Moderate,seller_quality,seller coaching required,64.23076923076924,High,25.23809523809524,Low,44.360919922458265,Moderate,26,8837.61,8213.68
S00085,2026-02,40.369625455131235,Moderate,seller_quality,seller coaching required,50.76923076923077,Moderate,24.114774114774114,Low,30.6766610589768,Moderate,39,5959.76,5583.47
S00086,2026-02,53.09392278387323,Moderate,seller_quality,seller coaching required,65.77777777777777,High,41.333333333333336,Moderate,41.1951643772496,Moderate,30,9319.45,8696.45
S00087,2026-02,44.27530157450314,Moderate,seller_quality,seller coaching required,60.68627450980392,High,37.95518207282913,Moderate,30.996894398898466,Moderate,34,3619.97,3425.0
S00088,2026-02,37.71645298865128,Moderate,concentration_risk,seller coaching required,42.34848484848485,Moderate,9.025974025974026,Low,30.860401161227337,Moderate,44,19798.95,18107.95
S00089,2026-02,44.38396215253253,Moderate,seller_quality,seller coaching required,52.53411306042886,Moderate,18.078529657477024,Low,47.14365843978501,Moderate,57,6213.78,5535.04
S00090,2026-02,39.48271751744052,Moderate,seller_quality,seller coaching required,52.142857142857146,Moderate,17.857142857142858,Low,33.828783306795806,Moderate,56,4708.78,4242.74
S00091,2026-02,47.65888520961174,Moderate,concentration_risk,seller coaching required,48.11006289308177,Moderate,15.678346810422285,Low,47.29144855607167,Moderate,212,23023.78,20762.95
S00092,2026-02,40.85802522791963,Moderate,seller_quality,seller coaching required,77.55555555555557,Critical,32.539682539682545,Moderate,27.232016491993154,Low,15,1800.63,1731.1200000000001
S00093,2026-02,58.190184192227456,High,seller_quality,audit seller operations,74.996632996633,High,33.13612313612313,Moderate,48.36611489025349,Moderate,99,10197.45,9342.31
S00094,2026-02,41.63115938550332,Moderate,seller_quality,seller coaching required,61.754385964912274,High,18.170426065162907,Low,40.415492844776765,Moderate,38,3721.65,3383.15
S00095,2026-02,41.201286720660725,Moderate,seller_quality,seller coaching required,70.31746031746032,High,25.736961451247165,Low,37.77855672535316,Moderate,21,2181.57,1997.6100000000001
S00096,2026-02,31.272766920536867,Moderate,seller_quality,seller coaching required,54.820512820512825,Moderate,11.172161172161173,Low,29.50889605168747,Low,26,2103.29,1929.19
S00097,2026-02,54.45723538099067,Moderate,seller_quality,seller coaching required,59.714759535655055,High,50.15636105188344,Moderate,35.45203722771225,Moderate,67,8142.21,7371.44
S00098,2026-02,36.00568822683658,Moderate,seller_quality,seller coaching required,48.484848484848484,Moderate,1.5151515151515154,Low,42.89222998555645,Moderate,22,8672.87,7825.4800000000005
S00099,2026-02,36.07366998285777,Moderate,seller_quality,seller coaching required,66.11111111111111,High,24.206349206349206,Low,32.868383526457656,Moderate,12,1684.1,1579.33
S00100,2026-02,55.13952550931034,High,seller_quality,audit seller operations,82.0,Critical,39.717813051146386,Moderate,31.01260996310232,Moderate,54,6945.86,6474.24
S00101,2026-02,51.38030644995175,Moderate,seller_quality,seller coaching required,62.62626262626263,High,30.634920634920636,Moderate,43.93752176416884,Moderate,33,15806.56,14537.92
S00102,2026-02,27.566551352055576,Low,seller_quality,monitor only,43.079365079365076,Moderate,5.668934240362812,Low,45.42832715661858,Moderate,21,1058.8600000000001,962.45
S00103,2026-02,20.851094284685544,Low,margin_fragility,monitor only,24.444444444444443,Low,2.777777777777778,Low,53.9744669269305,Moderate,6,391.91,331.56
S00104,2026-02,42.47787573751987,Moderate,seller_quality,seller coaching required,57.64705882352941,High,27.50700280112045,Low,32.351968234063875,Moderate,34,5204.93,4864.41
S00105,2026-02,50.26198572929691,Moderate,concentration_risk,seller coaching required,58.01058201058202,High,27.800453514739228,Low,32.16283500207799,Moderate,105,38067.28,35199.72
S00106,2026-02,41.53131396200169,Moderate,seller_quality,seller coaching required,60.714285714285715,High,29.931972789115648,Low,41.41257518180972,Moderate,28,2161.2599999999998,1892.03
S00107,2026-02,33.258581777330875,Moderate,seller_quality,seller coaching required,55.05747126436782,High,8.784893267651888,Low,34.53137009027436,Moderate,29,2656.5699999999997,2414.26
S00108,2026-02,56.59557616467619,High,seller_quality,audit seller operations,77.87654320987654,Critical,27.698412698412696,Low,43.40848534223544,Moderate,90,12394.38,11430.53
S00109,2026-02,40.78638108428818,Moderate,concentration_risk,seller coaching required,50.8130081300813,Moderate,24.390243902439025,Low,24.2289506560788,Low,41,8568.28,8049.71
S00110,2026-02,37.06228419373552,Moderate,seller_quality,seller coaching required,56.358974358974365,High,20.311355311355314,Low,27.58708920771975,Low,26,4279.74,4002.59
S00111,2026-02,41.83616455576881,Moderate,seller_quality,seller coaching required,69.2280701754386,High,45.338345864661655,Moderate,30.679716559646565,Moderate,19,777.0699999999999,718.99
S00112,2026-02,34.42239360934305,Moderate,seller_quality,seller coaching required,50.75757575757576,Moderate,26.94805194805195,Low,22.86804065220496,Low,22,3157.7799999999997,2981.62
S00113,2026-02,38.32536047921852,Moderate,seller_quality,seller coaching required,48.583333333333336,Moderate,11.535714285714286,Low,41.996541679283496,Moderate,40,5212.23,4765.39
S00114,2026-02,56.56321787479226,High,seller_quality,audit seller operations,77.77777777777777,Critical,54.42176870748299,Moderate,36.07321506787024,Moderate,21,6923.99,6499.73
S00115,2026-02,48.10583211985486,Moderate,seller_quality,seller coaching required,66.47368421052632,High,24.561403508771928,Low,44.52137652278705,Moderate,38,6098.33,5635.19
S00116,2026-02,49.10578263974843,Moderate,seller_quality,seller coaching required,66.85185185185186,High,27.30880230880231,Low,33.874916542482325,Moderate,66,7609.82,7068.79
S00117,2026-02,50.69448705481998,Moderate,seller_quality,seller coaching required,68.52631578947368,High,54.3609022556391,Moderate,38.65369501747256,Moderate,19,3236.56,2967.23
S00118,2026-02,38.9862699563834,Moderate,seller_quality,seller coaching required,57.10144927536232,High,19.875776397515526,Low,44.79473679203918,Moderate,23,2812.89,2614.38
S00119,2026-02,63.17144092339959,High,seller_quality,audit seller operations,81.81995884773663,Critical,39.04320987654321,Moderate,45.63203265408261,Moderate,216,23758.24,21918.45
S00120,2026-02,42.15282623858023,Moderate,seller_quality,seller coaching required,75.33333333333334,Critical,26.984126984126984,Low,52.636858666041974,Moderate,12,656.95,585.12
S00121,2026-02,52.41597224895828,Moderate,seller_quality,seller coaching required,65.42592592592594,High,46.05555555555556,Moderate,27.52372696325211,Low,60,7742.46,7327.75
S00122,2026-02,59.20992112484015,High,seller_quality,audit seller operations,72.25850340136054,High,57.49271137026239,High,34.703773232347416,Moderate,49,8823.07,8053.49
S00123,2026-02,45.64028399470611,Moderate,seller_quality,seller coaching required,56.394557823129254,High,28.950437317784257,Low,37.360249556821316,Moderate,49,6130.72,5563.99
S00124,2026-02,54.197374653844264,Moderate,seller_quality,seller coaching required,77.68115942028986,Critical,43.126293995859214,Moderate,29.799318131528462,Low,23,13975.31,13182.84
S00125,2026-02,34.298962682454174,Moderate,seller_quality,seller coaching required,43.17460317460318,Moderate,12.536443148688047,Low,40.74479713413243,Moderate,49,2747.64,2469.13
S00126,2026-02,55.74248173298095,High,concentration_risk,investigate dispute cluster,66.10538373424971,High,41.30584192439863,Moderate,30.5534748610747,Moderate,97,31192.42,28923.46
S00127,2026-02,44.703596982429495,Moderate,concentration_risk,seller coaching required,51.1140350877193,Moderate,27.005012531328322,Low,31.194877255528066,Moderate,76,8307.26,7710.6
S00128,2026-02,38.36845850503428,Moderate,seller_quality,seller coaching required,54.234234234234236,Moderate,25.95881595881596,Low,24.640938751671147,Low,37,4056.95,3800.71
S00129,2026-02,41.58678792507396,Moderate,seller_quality,seller coaching required,50.476190476190474,Moderate,21.85374149659864,Low,50.55471442703724,Moderate,28,4154.21,3741.2400000000002
S00130,2026-02,50.98727824569733,Moderate,seller_quality,seller coaching required,65.92592592592592,High,31.428571428571427,Moderate,46.13399665865953,Moderate,24,10065.5,9219.83
S00131,2026-02,43.68456239609275,Moderate,seller_quality,seller coaching required,64.14965986394557,High,22.448979591836736,Low,26.221320074422767,Low,49,6595.35,6237.24
S00132,2026-02,37.445347098289886,Moderate,concentration_risk,seller coaching required,44.53703703703704,Moderate,18.253968253968253,Low,28.899429047107333,Low,36,7464.29,6885.17
S00133,2026-02,44.93422030216741,Moderate,seller_quality,seller coaching required,59.696969696969695,High,18.614718614718615,Low,34.6278614682661,Moderate,33,16629.3,15312.51
S00134,2026-02,32.17513822132969,Moderate,seller_quality,seller coaching required,63.48148148148148,High,28.783068783068778,Low,7.806103920443372,Low,18,1944.42,1865.37
S00135,2026-02,37.460329980295825,Moderate,seller_quality,seller coaching required,61.33333333333334,High,23.174603174603178,Low,31.43449330414266,Moderate,30,2113.83,1970.47
S00136,2026-02,54.666925719484276,Moderate,seller_quality,seller coaching required,71.6779388083736,High,21.048999309868876,Low,48.46912128345039,Moderate,138,13088.57,12004.960000000001
S00137,2026-02,52.16805319783278,Moderate,seller_quality,seller coaching required,78.0,Critical,25.782312925170068,Low,56.57089909527833,High,35,3974.54,3599.33
S00138,2026-02,54.42666197975463,Moderate,seller_quality,seller coaching required,62.88065843621398,High,43.45679012345679,Moderate,34.06492388683773,Moderate,54,17776.76,16423.44
S00139,2026-02,54.644398203172734,Moderate,seller_quality,seller coaching required,88.0,Critical,64.48979591836735,High,32.81885022297029,Moderate,7,2439.65,2270.64
S00140,2026-02,53.80115359803627,Moderate,seller_quality,seller coaching required,67.92592592592592,High,36.62698412698413,Moderate,38.084006393934196,Moderate,60,9979.36,9132.14
S00141,2026-02,42.69459648059366,Moderate,concentration_risk,seller coaching required,50.952380952380956,Moderate,19.601554907677357,Low,29.099316806490396,Low,49,16853.23,15651.41
S00142,2026-02,34.41588791863684,Moderate,concentration_risk,seller coaching required,42.56140350877193,Moderate,22.60651629072682,Low,19.63230241787909,Low,38,5265.77,5040.4
S00143,2026-02,51.49929129393776,Moderate,seller_quality,seller coaching required,73.2929292929293,High,18.29004329004329,Low,55.263213183615086,High,66,5256.82,4723.84
S00144,2026-02,37.04935028180342,Moderate,seller_quality,seller coaching required,56.42857142857143,High,15.816326530612244,Low,39.38986653699268,Moderate,14,4449.11,4121.0
S00145,2026-02,34.3608279582052,Moderate,seller_quality,seller coaching required,46.913580246913575,Moderate,18.32010582010582,Low,42.272905293227126,Moderate,36,1594.53,1400.01
S00146,2026-02,52.67732417123109,Moderate,seller_quality,seller coaching required,68.87363834422658,High,22.73109243697479,Low,51.407326437085665,Moderate,102,6653.01,6059.42
S00147,2026-02,45.99615185311397,Moderate,seller_quality,seller coaching required,74.27450980392157,High,57.47899159663866,High,19.372402679291415,Low,17,1936.3,1829.17
S00148,2026-02,25.867498996324624,Low,seller_quality,monitor only,43.18181818181819,Moderate,12.337662337662339,Low,18.951677816576254,Low,22,2289.29,2171.94
S00149,2026-02,46.02031393615789,Moderate,seller_quality,seller coaching required,65.38461538461539,High,35.12820512820513,Moderate,33.75224289638436,Moderate,13,7226.7699999999995,6926.62
S00150,2026-02,41.15559936436884,Moderate,seller_quality,seller coaching required,67.33333333333334,High,19.642857142857146,Low,40.02085052613998,Moderate,20,3598.29,3247.2799999999997
S00151,2026-02,59.3357865371578,High,seller_quality,audit seller operations,70.47362514029182,High,35.94516594516594,Moderate,51.85441510492035,Moderate,99,14081.22,13051.91
S00152,2026-02,54.48198194688639,Moderate,seller_quality,seller coaching required,70.10256410256412,High,58.71794871794872,High,39.879518795787305,Moderate,26,3909.49,3580.86
S00153,2026-02,47.214739427727245,Moderate,seller_quality,seller coaching required,71.66666666666666,High,44.886128364389236,Moderate,17.48546750855985,Low,46,3895.64,3740.4
S00154,2026-02,35.922550174520076,Moderate,seller_quality,seller coaching required,70.0,High,38.333333333333336,Moderate,24.45680628272251,Low,2,79.86,76.4
S00155,2026-02,32.83265142156901,Moderate,seller_quality,seller coaching required,54.0,Moderate,33.333333333333336,Moderate,19.790561478759738,Low,10,2072.6,1973.04
S00156,2026-02,30.45585260315697,Moderate,seller_quality,seller coaching required,48.431372549019606,Moderate,21.00840336134454,Low,31.058451556104536,Moderate,17,1534.06,1426.1499999999999
S00157,2026-02,53.435894163227005,Moderate,concentration_risk,seller coaching required,65.72463768115942,High,30.465838509316775,Moderate,35.57700897893928,Moderate,92,26019.5,24370.5
S00158,2026-02,40.717465408403484,Moderate,seller_quality,seller coaching required,71.3939393939394,High,24.675324675324678,Low,36.34655951192647,Moderate,22,2074.7,1903.54
S00159,2026-02,38.7010534093812,Moderate,seller_quality,seller coaching required,45.450980392156865,Moderate,22.89915966386555,Low,43.69006555962987,Moderate,34,3574.35,3226.29
S00160,2026-02,45.72369448501943,Moderate,seller_quality,seller coaching required,56.77248677248677,High,14.36130007558579,Low,45.71845569942274,Moderate,63,8395.83,7599.75
S00161,2026-02,58.258927946634,High,seller_quality,audit seller operations,94.54901960784315,Critical,54.817927170868344,Moderate,45.54754349846334,Moderate,17,2612.11,2410.33
S00162,2026-02,59.9029721744446,High,seller_quality,audit seller operations,75.21146953405018,Critical,42.135176651305684,Moderate,41.99135071405165,Moderate,155,10894.56,10091.64
S00163,2026-02,69.34473314978669,High,seller_quality,audit seller operations,87.3639846743295,Critical,44.97126436781609,Moderate,65.88107203215718,High,116,10507.93,9375.04
S00164,2026-02,43.65854253521293,Moderate,concentration_risk,seller coaching required,47.158040027605246,Moderate,10.970127181307307,Low,37.99806185491835,Moderate,161,21058.33,19299.31
S00165,2026-02,39.54281766680785,Moderate,seller_quality,seller coaching required,56.083333333333336,High,9.821428571428573,Low,34.519180754556494,Moderate,40,6954.25,6463.09
S00166,2026-02,31.19519798397566,Moderate,seller_quality,seller coaching required,55.17460317460317,High,14.081632653061224,Low,27.792562461576594,Low,21,2140.2599999999998,1989.8999999999999
S00167,2026-02,44.97470646782641,Moderate,concentration_risk,seller coaching required,52.17460317460318,Moderate,21.17687074829932,Low,28.034810112541983,Low,70,30245.16,28250.760000000002
S00168,2026-02,35.53261104594678,Moderate,margin_fragility,seller coaching required,42.5,Moderate,25.0,Low,59.43275435811158,High,8,1498.52,1266.03
